id1,id2,dt,tm,ch,int,log,realf,reald,fct
64,390,2038-06-14,15:00:00,B,68,TRUE,25.917933215387166,0.8096509845927358,Y
65,130,2039-11-27,07:00:00,B,19,TRUE,7.582898684311658,0.7658029103185982,NA
66,372,2031-12-11,07:00:00,D,32,FALSE,39.67602441087365,0.2897195969708264,X
67,3,2043-07-21,02:00:00,B,89,FALSE,61.872375363018364,0.7466345559805632,Y
68,374,2025-11-13,11:00:00,D,79,FALSE,40.683473139069974,0.08476613438688219,Z
69,405,2050-04-01,15:00:00,B,8,TRUE,13.408439504215494,0.5258144945837557,Z
70,258,2025-07-14,11:00:00,D,30,NA,8.821306121302769,0.5627951174974442,Y
71,358,2038-02-08,06:00:00,D,68,FALSE,95.8513373369351,0.8640347779728472,Y
72,186,2042-11-11,03:00:00,B,11,FALSE,4.395077199907973,0.9948967902455479,Z
73,138,2038-09-07,14:00:00,D,33,TRUE,60.45166821451858,0.520909174811095,Z
74,40,2038-11-01,17:00:00,B,61,TRUE,65.15307024982758,0.937549289315939,X
75,5,2050-02-19,14:00:00,A,18,FALSE,86.70485615264624,0.99564153351821,Z
76,33,2045-08-31,18:00:00,B,48,FALSE,5.734153490047902,0.7050248251762241,Z
77,433,2032-07-23,21:00:00,C,1,TRUE,72.08653115667403,0.6511201749090105,Z
78,103,2031-11-29,18:00:00,C,8,FALSE,41.474615016486496,0.13920657942071557,Y
79,228,2037-04-04,23:00:00,D,76,FALSE,6.03879902465269,0.19800059916451573,X
80,109,2046-11-22,23:00:00,D,28,FALSE,76.46218390064314,0.010066002607345581,X
81,490,2028-08-23,06:00:00,D,93,FALSE,63.010185725288466,0.9666910413652658,Y
82,329,2026-11-09,08:00:00,C,4,FALSE,25.566031797323376,0.8442582841962576,Y
83,157,2044-11-21,15:00:00,B,13,TRUE,17.180399435339496,0.8620149465277791,Y
84,76,2033-09-05,15:00:00,C,89,FALSE,29.523878609528765,0.9195551290176809,Y
85,468,2041-09-10,22:00:00,C,18,TRUE,80.66202239296399,0.5251251850277185,Z
86,265,2047-10-16,08:00:00,B,31,FALSE,66.26290800096467,0.662601692834869,Z
87,491,2024-11-08,18:00:00,D,10,FALSE,93.52489033993334,0.015342152211815119,X
88,35,2040-11-03,18:00:00,A,83,FALSE,44.02662272634916,0.793007358442992,X
89,221,2044-11-27,17:00:00,D,94,TRUE,92.93731411220506,0.3255778511520475,X
90,16,2037-06-02,15:00:00,A,51,FALSE,70.1808802599553,0.5299287051893771,Z
91,357,2040-02-22,06:00:00,B,27,FALSE,95.53440582030453,0.7260489910840988,Y
92,220,2044-12-11,18:00:00,C,10,FALSE,93.7015452797059,0.21845404151827097,Y
93,248,2039-10-31,10:00:00,B,39,TRUE,58.85503354552202,0.6023134854622185,X
94,494,2035-12-26,18:00:00,B,98,TRUE,49.28506894945167,0.06469791056588292,Z
95,325,2031-05-12,12:00:00,B,98,FALSE,75.41194347385317,0.31647553597576916,X
96,476,2036-11-17,08:00:00,C,44,TRUE,41.243168610846624,0.09344299859367311,Z
97,118,2048-09-25,22:00:00,B,74,FALSE,43.56282768282108,0.5241190087981522,Z
98,130,2033-12-01,01:00:00,A,53,TRUE,82.79027080279775,0.5236749739851803,Y
99,82,2043-10-09,06:00:00,D,94,TRUE,28.813414301956072,0.13947875681333244,Z
100,408,2040-01-25,07:00:00,D,69,FALSE,72.75333350407891,0.6821733359247446,X
101,369,2043-02-13,20:00:00,D,32,TRUE,44.78345668199472,0.44652218325063586,X
102,402,2031-04-12,15:00:00,A,13,TRUE,56.542248744750395,0.4881118342746049,Y
103,325,2030-07-21,08:00:00,B,10,FALSE,24.095334800193086,0.6757273480761796,Z
104,110,2036-03-11,09:00:00,C,55,TRUE,5.0202282359823585,0.5664526429027319,Z
105,360,2040-12-16,21:00:00,A,86,TRUE,36.78854177845642,0.2507971164304763,Y
106,439,2041-07-12,15:00:00,C,42,FALSE,19.307239890797064,0.20973561727441847,X
107,296,2048-12-29,03:00:00,A,36,TRUE,9.127320102183148,0.376196970930323,Y
108,149,2038-07-17,19:00:00,B,62,NA,17.84873764286749,0.3385206451639533,Y
109,484,2024-07-24,01:00:00,C,18,FALSE,72.00636852905154,0.5409882343374193,Y
110,57,2023-08-27,05:00:00,C,4,TRUE,11.153980115894228,0.18444912391714752,X
111,100,2043-01-10,15:00:00,B,13,TRUE,41.08593213302083,0.8740179436281323,Z
112,487,2050-04-22,20:00:00,A,54,TRUE,33.74730963842012,0.5953398710116744,Z
113,298,2032-02-05,04:00:00,B,6,NA,35.37324145413004,0.8436355597805232,Y
114,402,2037-11-07,12:00:00,A,87,FALSE,90.09867879748344,0.33274640678428113,Y
115,91,2047-04-01,07:00:00,A,44,TRUE,23.388137655798346,0.06595988757908344,X
116,269,2042-11-07,21:00:00,B,7,FALSE,35.189973240951076,0.7903798008337617,Z
117,181,2044-12-18,00:00:00,NA,100,TRUE,33.54324767109938,0.7240891770925373,Z
118,54,2045-02-04,23:00:00,B,6,FALSE,77.92910167365335,0.29246487421914935,NA
119,339,2026-08-20,11:00:00,D,53,TRUE,78.55001992615871,0.21456363890320063,Z
120,288,2034-02-22,19:00:00,A,6,FALSE,76.0151015673764,0.3145493441261351,X
121,208,2048-08-10,16:00:00,D,85,TRUE,45.990395225351676,0.5403544097207487,Z
122,246,2049-07-25,10:00:00,B,96,FALSE,50.1630652830936,0.215275484835729,Y
123,60,2041-10-10,22:00:00,D,88,FALSE,28.256724880309775,0.4856623816303909,Z
124,285,2041-11-20,08:00:00,D,98,FALSE,60.983397759729996,0.21209143032319844,Z
125,337,2042-03-23,19:00:00,D,17,TRUE,20.608903830638155,0.6484316403511912,Y
126,108,2049-05-17,22:00:00,A,30,TRUE,64.41517164628021,0.6335236094892025,Y
127,457,2050-04-20,23:00:00,B,50,FALSE,96.13970235316083,0.6040732921101153,NA
128,377,2034-09-17,22:00:00,D,74,FALSE,22.878794451477006,0.330481133190915,NA
129,341,2044-05-27,08:00:00,B,10,FALSE,56.04924269323237,0.18385056778788567,Y
130,126,2030-11-19,09:00:00,D,77,FALSE,49.248034530784935,0.6118041195441037,Y
131,427,2031-04-13,14:00:00,D,4,TRUE,37.19352880679071,0.9775195163674653,Y
132,442,2042-01-16,15:00:00,B,58,TRUE,48.19351623416878,0.4463981417939067,Y
133,112,2025-04-11,10:00:00,D,30,FALSE,41.96221975283697,0.7636660737916827,X
134,72,2045-07-30,07:00:00,B,31,FALSE,25.052779250312597,0.7192572029307485,X
135,285,2038-10-17,21:00:00,D,2,FALSE,82.55836682696827,0.5988711244426668,X
136,439,2037-09-08,02:00:00,C,26,TRUE,83.48959963466041,0.8120494859758765,X
137,422,2032-09-08,11:00:00,B,34,FALSE,34.24771287874319,0.6848657391965389,Y
138,1,2037-11-12,09:00:00,A,18,FALSE,4.850393929518759,0.4913587565533817,Y
139,141,2045-05-23,04:00:00,C,1,TRUE,92.95196214388125,0.09207135997712612,Y
140,206,2027-08-03,09:00:00,B,20,TRUE,33.43412313936278,0.9855150608345866,Y
141,389,2041-05-16,13:00:00,A,41,TRUE,22.72424570005387,0.7992797098122537,Y
142,457,2042-03-26,08:00:00,B,NA,FALSE,7.284942166181281,0.6713692641351372,Z
143,311,2048-02-16,03:00:00,A,57,TRUE,63.77607793873176,0.10960736451670527,Z
144,400,2037-06-22,05:00:00,B,53,TRUE,66.84957457426935,0.8640744367148727,X
145,474,2039-12-15,16:00:00,C,1,TRUE,20.618501994060352,0.7494968632236123,Y
146,299,2028-07-08,00:00:00,A,83,FALSE,59.19568458246067,0.7997570121660829,X
147,42,2033-02-14,12:00:00,A,20,FALSE,37.16996443760581,0.06873453594744205,X
148,42,2049-03-11,09:00:00,A,36,FALSE,47.4765046229586,0.7362929545342922,X
149,248,2037-05-12,09:00:00,D,33,FALSE,75.44478590786457,0.8079823532607406,Y
150,353,2038-12-30,22:00:00,A,60,TRUE,15.580753552960232,0.3622522831428796,X
151,251,2031-07-11,08:00:00,B,47,FALSE,95.91394084971398,0.8382068558130413,X
152,441,2029-11-09,02:00:00,C,43,FALSE,68.05450410535559,0.04423278826288879,Z
153,157,2048-09-28,03:00:00,A,5,TRUE,30.329008198576048,0.17194166337139904,Y
154,25,2024-09-29,02:00:00,B,73,TRUE,99.83698623464443,0.7475081246811897,X
155,371,2045-10-28,09:00:00,C,2,TRUE,81.28942707343958,0.3912763318512589,X
156,191,2023-08-18,16:00:00,B,54,FALSE,48.52204826497473,0.5541995363309979,X
157,32,2043-09-28,21:00:00,D,81,FALSE,45.906187212560326,0.8480656251776963,Y
158,337,2039-01-10,18:00:00,D,53,FALSE,4.88854796718806,0.1391546712256968,X
159,238,2041-03-30,16:00:00,NA,10,TRUE,93.01844996679574,0.287406831048429,Z
160,14,2044-04-26,01:00:00,C,69,TRUE,65.24386936170049,0.7269393857568502,Y
161,111,2030-08-16,19:00:00,B,81,FALSE,34.81226005591452,0.9071772424504161,X
162,262,2035-10-06,20:00:00,NA,74,TRUE,24.772712133824825,0.176647158106789,Y
163,431,2033-09-27,05:00:00,C,36,FALSE,15.449777998961508,0.5939314281567931,Z
164,299,2030-01-09,16:00:00,A,10,FALSE,4.438023726921529,0.6605401602573693,Z
165,446,2042-09-30,07:00:00,D,62,FALSE,18.674137399997562,0.9736958499997854,X
166,421,2028-10-18,17:00:00,C,89,FALSE,80.86444779369049,0.9820136893540621,Y
167,208,2045-10-19,23:00:00,C,100,FALSE,98.97184628411196,0.8761418156791478,X
168,369,2049-03-21,21:00:00,C,33,FALSE,17.347356726881117,0.6816602125763893,X
169,246,2031-12-30,11:00:00,C,66,FALSE,68.67544775921851,0.03806549380533397,X
170,369,2046-12-06,09:00:00,D,30,TRUE,80.57930898037739,0.6375456256791949,Y
171,242,2033-07-24,20:00:00,D,61,FALSE,71.60098321572877,0.1336832125671208,Y
172,287,2050-01-21,23:00:00,D,85,NA,88.17907766881399,0.9045143502298743,Y
173,418,2047-01-22,02:00:00,B,8,TRUE,2.0627157434355468,0.12623751745559275,X
174,350,2043-06-29,08:00:00,B,80,TRUE,85.70163776469417,0.07714744727127254,Z
175,224,2030-04-01,13:00:00,A,40,TRUE,55.37592319189571,0.373423257144168,Z
176,262,2032-03-31,23:00:00,B,56,TRUE,93.01055540004745,0.5101759301032871,Y
177,214,2031-09-01,14:00:00,B,61,TRUE,41.17211700300686,0.5223374417982996,Z
178,294,2043-12-27,11:00:00,A,69,FALSE,14.980542892822996,0.5037341557908803,Y
179,95,2032-04-28,22:00:00,D,82,TRUE,31.969733953941613,0.9679290410131216,Z
180,6,2043-12-30,23:00:00,A,23,TRUE,39.79812617809512,0.6483495808206499,Z
181,340,2044-06-07,02:00:00,D,1,FALSE,73.26318326033652,0.5824699269142002,X
182,252,2045-11-29,19:00:00,C,31,TRUE,65.19956937106326,0.34843057859689,X
183,271,2043-03-14,18:00:00,A,49,FALSE,9.473477724706754,0.21121002873405814,Z
184,34,2031-11-14,00:00:00,C,85,TRUE,71.23212436307222,0.5796918666455895,X
185,426,2040-03-24,19:00:00,A,48,FALSE,31.25337839848362,0.8580693348776549,X
186,471,2024-07-14,14:00:00,B,78,FALSE,44.99147803406231,0.20973561727441847,Y
187,188,2024-05-30,00:00:00,B,23,TRUE,96.28129832539707,0.15450592176057398,Z
188,254,2050-01-12,21:00:00,C,36,FALSE,33.019151049433276,0.3654034889768809,X
189,268,2041-09-11,19:00:00,A,11,FALSE,6.684269141405821,0.38548338366672397,Z
190,128,2047-12-23,16:00:00,A,96,FALSE,25.507488191360608,0.29610768891870975,X
191,410,2042-04-06,21:00:00,A,10,FALSE,57.160913514206186,0.1338988032657653,Y
192,41,2025-03-14,13:00:00,D,47,FALSE,11.329586707986891,0.6231305105611682,Y
193,193,2050-04-20,17:00:00,B,42,TRUE,69.16465762164444,0.45977531163953245,Y
194,66,2042-11-23,17:00:00,C,24,TRUE,8.221097097732127,0.49787413189187646,Y
195,312,2026-11-23,08:00:00,D,53,TRUE,36.52482875669375,0.6176946517080069,Y
196,152,2032-11-30,03:00:00,D,6,TRUE,30.74467002064921,0.33072628802619874,Y
197,98,2046-10-19,02:00:00,B,15,TRUE,14.68307485524565,0.7984992449637502,Z
198,25,2047-04-02,09:00:00,C,41,TRUE,23.496005880646408,0.6880239457823336,Z
199,348,2039-12-06,06:00:00,C,NA,FALSE,89.72539164917544,0.8177688114810735,Z
200,107,2030-10-21,22:00:00,D,7,FALSE,45.34698928007856,0.12887781392782927,Z
201,317,2035-03-07,16:00:00,B,6,FALSE,26.312627968611196,0.5260353968478739,Y
202,446,2038-07-08,04:00:00,C,51,FALSE,50.399047191021964,0.5559301236644387,X
203,14,2045-10-28,18:00:00,B,27,FALSE,29.231639471370727,0.15052175987511873,Y
204,162,2046-05-07,19:00:00,C,88,TRUE,54.26163077563979,0.22122123395092785,Z
205,124,2041-03-10,12:00:00,B,41,FALSE,50.088064179057255,0.9784252499230206,Z
206,194,2039-10-26,09:00:00,A,40,TRUE,99.28836743743159,0.2617569405119866,Z
207,95,2026-04-17,07:00:00,B,56,FALSE,78.1022682832554,0.5478252165485173,Z
208,32,2037-02-06,05:00:00,A,87,FALSE,14.817018011584878,0.8638460403308272,Y
209,411,2024-07-24,07:00:00,D,4,TRUE,40.261296721640974,0.2752891439013183,Y
210,394,2029-09-17,12:00:00,D,47,FALSE,60.92885194020346,0.8534506952855736,Z
211,185,2029-04-24,20:00:00,D,12,TRUE,87.49376091267914,0.10670255706645548,X
212,284,2026-09-09,19:00:00,A,22,FALSE,44.199724334292114,0.18578415224328637,Z
213,118,2040-12-28,06:00:00,C,75,NA,82.28235768107697,0.43870955519378185,NA
214,37,2048-08-25,23:00:00,B,88,TRUE,47.38903776812367,0.2258027547504753,Y
215,138,2035-01-17,11:00:00,C,78,TRUE,44.27030474925414,0.9734576675109565,X
216,369,2048-07-23,09:00:00,C,47,FALSE,68.77932174736634,0.8160580019466579,X
217,497,2023-05-04,03:00:00,C,23,TRUE,19.169729157583788,0.3653464871458709,Y
218,261,2049-08-11,14:00:00,D,47,FALSE,18.32588488003239,0.3240269103553146,X
219,35,2046-04-09,10:00:00,B,30,TRUE,88.32008745055646,0.5085492662619799,X
220,78,2027-04-03,19:00:00,C,85,TRUE,5.35249078576453,0.4944818166550249,Y
221,14,2041-10-27,13:00:00,A,62,TRUE,42.17662025708705,0.8299855152145028,X
222,156,2038-11-02,14:00:00,B,26,FALSE,52.22607671399601,0.4147263038903475,Z
223,378,2026-02-02,04:00:00,C,56,FALSE,44.27030474925414,0.5086273171473294,X
224,97,2040-01-15,19:00:00,A,25,FALSE,46.516703055938706,0.6311124495696276,Y
225,229,2028-11-21,19:00:00,C,52,TRUE,75.9454122283496,0.40803265129216015,NA
226,483,2046-07-22,10:00:00,A,92,TRUE,89.79604674689472,0.3240269103553146,X
227,182,2032-02-04,03:00:00,C,81,TRUE,33.125399741809815,0.8462842730805278,X
228,474,2029-02-25,19:00:00,A,52,FALSE,69.98321683006361,0.6898254407569766,Y
229,127,2046-06-02,11:00:00,B,41,TRUE,94.81393293989822,0.7957750498317182,Z
230,287,2034-10-05,13:00:00,A,39,TRUE,88.92894024262205,0.49194558965973556,Z
231,493,2024-08-10,09:00:00,B,72,FALSE,14.924789655953646,0.9343338180333376,NA
232,43,2041-09-10,15:00:00,NA,29,FALSE,77.67713779397309,0.04497389146126807,Z
233,180,2048-10-04,21:00:00,C,11,FALSE,80.26873287418857,0.3622522831428796,X
234,480,2048-03-08,20:00:00,NA,85,FALSE,29.517007334856316,0.9951279908418655,X
235,337,2045-11-08,06:00:00,A,89,TRUE,24.87654103571549,0.6551373384427279,Z
236,443,2023-04-11,17:00:00,C,13,TRUE,34.68515323009342,0.022769417613744736,X
237,27,2048-04-19,10:00:00,B,55,FALSE,46.21549048484303,0.5843023392371833,X
238,30,2038-05-22,02:00:00,C,5,TRUE,65.83065498946235,0.5256050443276763,Y
239,180,2034-06-03,00:00:00,C,27,TRUE,50.80698497197591,0.8116797504480928,Z
240,356,2040-09-20,02:00:00,D,46,FALSE,38.00554525246844,0.7352830620948225,X
241,212,2035-02-09,00:00:00,B,82,FALSE,76.71024881023914,0.11439466918818653,X
242,75,2027-03-26,00:00:00,C,NA,TRUE,29.661363411229104,0.5366621778812259,X
243,465,2025-03-30,08:00:00,C,35,FALSE,83.22052183235064,0.42717429250478745,X
244,201,2027-02-07,07:00:00,B,44,FALSE,52.616807910380885,0.7246267874725163,X
245,401,2041-08-14,23:00:00,B,72,TRUE,83.88606386212632,0.10596541780978441,Y
246,62,2045-09-06,08:00:00,C,58,TRUE,31.10959742544219,0.5262102733831853,Y
247,269,2030-03-30,17:00:00,B,100,TRUE,64.5394687638618,0.015291371615603566,X
248,479,2031-10-16,11:00:00,A,12,TRUE,82.39654316822998,0.90989951021038,X
249,382,2045-12-14,12:00:00,C,38,TRUE,22.52833042293787,0.30170098110102117,X
250,124,2036-11-29,13:00:00,B,60,TRUE,87.85700705647469,0.20270843151956797,X
251,63,2046-07-02,19:00:00,A,92,FALSE,71.3541480822023,0.17393369413912296,X
252,49,2047-09-11,22:00:00,B,81,TRUE,27.991630780743435,0.8310360491741449,Z
253,61,2043-02-25,15:00:00,C,26,TRUE,55.314256210112944,0.4724928941577673,Y
254,116,2045-04-06,16:00:00,B,16,FALSE,23.327461811015382,0.981129436288029,X
255,257,2040-12-25,09:00:00,A,28,TRUE,77.7473060246557,0.33642283640801907,Z
256,401,2046-10-22,18:00:00,D,24,TRUE,15.605094300117344,0.40621921489946544,Y
257,417,2030-04-29,05:00:00,C,47,TRUE,95.81205602758564,0.9820188032463193,Y
258,28,2023-02-17,10:00:00,B,5,TRUE,73.05124565050937,0.5791026109363884,Z
259,2,2049-12-09,12:00:00,C,66,TRUE,88.78602718003094,0.018149277660995722,Y
260,159,2025-05-04,23:00:00,D,54,FALSE,23.730104722781107,0.32659916882403195,Z
261,136,2031-08-12,15:00:00,A,16,TRUE,3.8387389255221933,0.30158887058496475,X
262,127,2045-08-15,20:00:00,D,37,TRUE,77.83456662599929,0.5497867015656084,Z
263,208,2044-06-05,01:00:00,A,23,TRUE,8.642742045922205,0.30635192547924817,Z
264,259,2024-03-06,12:00:00,C,8,FALSE,78.30971116665751,0.7128467687871307,X
265,229,2033-12-14,17:00:00,C,73,TRUE,94.81393293989822,0.44046196481212974,Z
266,269,2026-05-30,11:00:00,B,100,TRUE,90.2435415640939,0.36093738465569913,X
267,12,2043-12-09,19:00:00,A,96,FALSE,84.74040546966717,0.4938469175249338,Y
268,193,2046-12-15,21:00:00,D,26,FALSE,57.35203344374895,0.6779737630859017,X
269,158,2044-02-24,02:00:00,B,43,FALSE,76.94624058366753,0.6005594381131232,Y
270,51,2036-05-12,06:00:00,C,82,FALSE,94.02398845297284,0.2728659266140312,Z
271,444,2043-02-12,17:00:00,A,36,TRUE,96.9347321134992,0.5627579994034022,Z
272,351,2049-01-30,17:00:00,B,47,TRUE,56.85504846088588,0.7810075585730374,Z
273,165,2034-02-08,17:00:00,NA,21,TRUE,29.43158494355157,0.8410014358814806,Z
274,47,2041-11-26,22:00:00,C,36,TRUE,44.73809919273481,0.728573962347582,NA
275,312,2031-06-07,10:00:00,D,50,TRUE,95.83912105881609,0.9767493531107903,X
276,198,2025-06-17,22:00:00,B,95,FALSE,40.30518849263899,0.7447709382977337,Y
277,400,2042-11-01,04:00:00,A,60,FALSE,6.488115179119632,0.04628963861614466,Z
278,10,2024-12-03,04:00:00,B,45,FALSE,80.71771076647565,0.9732714463025331,Z
279,455,2042-06-20,20:00:00,D,61,TRUE,36.93036285927519,0.9088645386509597,X
280,255,2039-10-11,06:00:00,C,23,FALSE,48.01252711284906,0.3916780187282711,Z
281,201,2045-06-03,18:00:00,C,74,TRUE,81.42262243409641,0.32450389536097646,Z
282,233,2027-01-04,02:00:00,C,80,FALSE,74.35589773044921,0.5490560792386532,Y
283,409,2023-06-19,14:00:00,C,62,TRUE,43.00956652243622,0.4481845030095428,Y
284,3,2045-08-05,12:00:00,A,61,TRUE,12.06607509823516,0.26898383628576994,Z
285,338,2026-02-13,21:00:00,C,79,FALSE,35.97243834193796,0.48667450807988644,Y
286,181,2030-11-20,08:00:00,D,58,FALSE,61.08009828464128,0.9862233141902834,X
287,239,2045-03-18,21:00:00,C,13,TRUE,91.49883196037263,0.9854244838934392,Z
288,284,2038-10-14,08:00:00,A,69,TRUE,34.26978573645465,0.2797713787294924,Z
289,252,2044-04-08,14:00:00,A,18,TRUE,35.64975924952887,0.9954254708718508,X
290,463,2041-12-14,00:00:00,B,87,TRUE,72.23335616663098,0.13176141725853086,Z
291,93,2048-12-18,18:00:00,B,81,TRUE,14.223680285736918,0.8737258606124669,Z
292,313,2036-12-17,03:00:00,C,18,FALSE,63.895937194814906,0.997806312981993,Y
293,84,2029-04-23,00:00:00,C,20,TRUE,71.07508798432536,0.5841549171600491,Z
294,473,2034-11-21,05:00:00,C,37,FALSE,23.98290311312303,0.8195893852971494,Y
295,464,2029-06-14,21:00:00,C,8,FALSE,22.176946690073237,0.17039222363382578,X
296,374,2043-09-08,00:00:00,C,95,TRUE,79.70160075160675,0.3632803140208125,Y
297,472,2024-04-04,21:00:00,C,4,TRUE,73.51440386218019,0.46742117358371615,Y
298,225,2030-12-18,23:00:00,C,83,FALSE,72.0020479010418,0.5912407319992781,Z
299,61,2047-08-09,16:00:00,B,23,TRUE,57.279927264666185,0.2822485819924623,Z
300,102,2049-06-30,05:00:00,C,27,FALSE,84.0824607508257,0.4888709816150367,Z
301,171,2044-07-05,00:00:00,B,35,FALSE,54.98852019570768,0.3192022063303739,Y
302,489,2032-03-31,06:00:00,C,26,TRUE,8.143125648377463,0.6512591580394655,Y
303,150,2042-03-13,10:00:00,C,50,TRUE,25.683629479724914,0.07925027562305331,NA
304,410,2039-08-15,16:00:00,C,5,TRUE,71.50541323563084,0.9498151051811874,X
305,182,2025-05-17,04:00:00,C,84,TRUE,35.01601344975643,0.7012104620225728,X
