id1,id2,dt,tm,ch,int,log,realf,reald,fct
6953,2,2040-01-30,16:00:00,D,70,FALSE,82.5295685795136,0.247824814869091,Y
7240,2,2026-07-02,21:00:00,A,21,TRUE,35.5586962355301,0.855484921252355,X
7938,2,2033-01-28,18:00:00,C,99,FALSE,52.3718405372929,0.871163753559813,Y
8377,2,2028-12-18,03:00:00,D,5,FALSE,11.6143777854741,0.107770385453478,X
8786,2,2041-11-19,18:00:00,A,88,FALSE,49.8636498695705,0.510060462169349,Z
8889,2,2030-04-28,18:00:00,D,21,TRUE,5.76931420131587,0.600138521986082,Z
9171,2,2030-08-19,15:00:00,A,86,TRUE,39.2041281322017,0.294161261059344,Z
9751,2,2031-04-04,22:00:00,A,68,FALSE,53.3312119178008,0.313640013569966,X
67,3,2043-07-21,02:00:00,B,89,FALSE,61.8723753630184,0.746634555980563,Y
284,3,2045-08-05,12:00:00,A,61,TRUE,12.0660750982352,0.26898383628577,Z
535,3,2048-04-20,15:00:00,C,7,TRUE,59.8589397293981,0.446604353841394,Z
603,3,2030-12-19,20:00:00,C,36,TRUE,78.5046474311967,0.758352150209248,Z
1254,3,2036-01-01,03:00:00,B,15,TRUE,94.1211328331847,0.838206855813041,Y
1646,3,2026-03-03,05:00:00,C,79,TRUE,77.1979635192547,0.890101735945791,X
1757,3,2028-09-21,22:00:00,A,89,TRUE,11.7613181157503,0.36773875541985,Z
2170,3,2031-08-05,17:00:00,D,100,FALSE,19.9547168530989,0.261770890560001,Z
2683,3,2034-07-23,09:00:00,A,56,TRUE,14.4949035116006,0.934708711691201,X
2761,3,2033-02-12,16:00:00,A,100,FALSE,86.8588032238185,0.98187829204835,Z
3516,3,2045-08-05,19:00:00,A,87,TRUE,93.362322965404,0.974053312558681,X
3789,3,2049-04-12,20:00:00,C,10,TRUE,67.3304013202433,0.807828787947074,Y
3844,3,2025-05-04,22:00:00,A,91,TRUE,26.2918858700432,0.385628017829731,Z
5701,3,2027-03-10,00:00:00,B,91,FALSE,46.5906557431445,0.545214038575068,Y
6252,3,2027-02-12,23:00:00,C,83,TRUE,23.5649128486402,0.182538534281775,Z
6547,3,2030-04-24,13:00:00,A,97,TRUE,97.4005218090024,0.985171497799456,Y
6682,3,2046-12-19,06:00:00,B,38,TRUE,20.3155541091692,0.580352709628642,Z
7029,3,2036-07-24,03:00:00,D,95,TRUE,79.6263394795824,0.371167614823207,Z
7414,3,2037-09-22,13:00:00,C,20,TRUE,57.0981933672447,0.423554558306932,X
8563,3,2047-12-01,11:00:00,C,23,TRUE,2.76063290983439,0.086845543468371,Z
8651,3,2026-03-21,19:00:00,D,57,TRUE,58.1423731269315,0.235502804396674,Y
8945,3,2048-07-22,08:00:00,B,27,FALSE,26.0534916629549,0.638254413381219,Y
9099,3,2049-10-08,02:00:00,D,71,TRUE,16.6960042135324,0.498504959978163,Z
9224,3,2043-02-17,22:00:00,B,35,FALSE,41.0611851485446,0.721270867157728,Y
9280,3,2036-10-10,09:00:00,A,35,TRUE,66.4291464940179,0.213130880147219,Y
9434,3,2049-01-31,18:00:00,A,15,TRUE,37.5917503149249,0.149995550047606,X
53,4,2046-04-02,03:00:00,D,33,TRUE,33.9388646641746,0.511519090272486,X
912,4,2027-11-18,01:00:00,A,79,TRUE,69.1747835893184,0.321474131429568,Y
1707,4,2047-06-07,05:00:00,D,71,FALSE,57.9921715804376,0.589854943798855,Z
1959,4,2046-02-23,18:00:00,C,96,TRUE,47.5894369841553,0.244588488480076,
2059,4,2043-11-07,08:00:00,C,55,TRUE,60.7118030562997,0.0549738695845008,Y
2617,4,2037-03-25,00:00:00,C,92,FALSE,9.02158780419268,0.920775979757309,Y
3401,4,2035-09-01,02:00:00,A,66,TRUE,47.6335024386644,0.612518406007439,Y
3652,4,2047-05-27,22:00:00,D,52,TRUE,66.5842405448202,0.552993715275079,Z
5058,4,2046-12-08,14:00:00,D,10,TRUE,60.6017505221535,0.694922427181155,X
5201,4,2032-03-07,06:00:00,A,90,TRUE,68.8504938157275,0.448623052565381,Y
5211,4,2046-12-02,20:00:00,A,80,TRUE,38.6954961428419,0.0114870711695403,Z
6081,4,2049-12-14,07:00:00,D,99,FALSE,14.9894962490071,0.00781226134859026,Z
6213,4,2048-01-25,14:00:00,B,37,FALSE,61.6093615931459,0.576182862045243,X
6283,4,2040-01-14,16:00:00,B,1,FALSE,25.4012200906873,0.115595055278391,Y
6852,4,2025-04-14,13:00:00,D,4,FALSE,47.8605513437651,0.531713038217276,Z
6910,4,2029-09-14,04:00:00,B,50,FALSE,32.1309660514817,0.939995945198461,X
7229,4,2027-02-07,05:00:00,D,90,FALSE,66.5096958123613,0.216409202665091,Z
8120,4,2044-09-10,02:00:00,D,97,FALSE,54.7031339381356,0.00124085717834532,Z
8170,4,2025-11-27,15:00:00,D,80,TRUE,99.2384119336493,0.601115316385403,Z
8653,4,2026-02-28,22:00:00,C,16,TRUE,91.1030299661215,0.162503971951082,Z
8811,4,2039-01-03,21:00:00,B,98,FALSE,98.8854849415366,0.679432667791843,Y
8901,4,2043-02-01,07:00:00,B,86,TRUE,55.5332434803713,0.633314174832776,X
8904,4,2041-12-03,01:00:00,D,16,FALSE,79.1468912067358,0.144439801806584,X
9035,4,2048-03-25,09:00:00,C,88,FALSE,7.8152493275702,0.335477881133556,Y
9243,4,2045-02-12,04:00:00,B,66,TRUE,55.8501079208218,0.202708431519568,X
9677,4,2036-05-16,17:00:00,D,71,TRUE,54.6537533302326,0.622943307040259,Z
9717,4,2028-08-21,07:00:00,C,75,TRUE,59.1401906607207,0.235502804396674,
9902,4,2029-07-19,10:00:00,D,48,TRUE,95.2290629700292,0.592797558521852,X
30,5,2037-11-18,10:00:00,B,98,TRUE,75.8820554569829,0.819298978662118,Y
75,5,2050-02-19,14:00:00,A,18,FALSE,86.7048561526462,0.99564153351821,Z
2100,5,2026-06-12,15:00:00,C,15,FALSE,51.0446914522909,0.848921202821657,Z
3540,5,2050-03-01,08:00:00,B,16,FALSE,1.78886400721967,0.528440879657865,X
3566,5,2041-08-26,05:00:00,D,58,FALSE,69.7295752391219,0.608004080364481,Z
3594,5,2027-02-21,12:00:00,B,47,FALSE,15.0710800618399,0.550752804614604,Z
3869,5,2024-04-26,21:00:00,B,9,TRUE,76.687557122903,0.16290261503309,X
4868,5,2045-02-21,15:00:00,D,75,FALSE,58.1536776761059,0.961238392628729,Y
5873,5,2037-03-13,19:00:00,C,75,FALSE,35.7366678507533,0.382136604515836,X
6063,5,2026-03-05,09:00:00,B,55,FALSE,51.9859074545093,0.488608082290739,
6114,5,2023-12-11,11:00:00,A,91,TRUE,49.5412886398844,0.0218520059715956,Y
6777,5,2024-12-16,00:00:00,D,56,FALSE,54.9079725830816,0.162163917440921,Y
7223,5,2024-01-24,12:00:00,B,81,TRUE,70.6330042786431,0.609252016060054,X
7476,5,2040-03-19,14:00:00,B,79,TRUE,63.1295096627437,0.283935678889975,Y
7715,5,2048-03-30,20:00:00,D,51,TRUE,95.0339226648211,0.582727471366525,Y
7855,5,2039-04-16,13:00:00,D,14,FALSE,42.699850558769,0.102184757357463,Z
8137,5,2023-08-21,17:00:00,A,9,FALSE,34.0263216765598,0.981578779872507,X
8231,5,2031-06-30,05:00:00,C,83,FALSE,83.903984035831,0.851467333035544,X
8583,5,2045-08-21,07:00:00,D,65,FALSE,56.4584006613586,0.149337902432308,X
8812,5,2040-04-30,07:00:00,A,85,TRUE,56.4350131105166,0.183731082361192,X
8979,5,2031-09-06,12:00:00,C,2,FALSE,46.5624263293576,0.340822550468147,
9163,5,2038-05-13,01:00:00,D,27,FALSE,91.6977393191774,0.18309221486561,Y
9318,5,2043-11-15,01:00:00,A,51,FALSE,75.1895925290883,0.139972612028942,X
180,6,2043-12-30,23:00:00,A,23,TRUE,39.7981261780951,0.64834958082065,Z
1357,6,2036-12-29,06:00:00,C,89,FALSE,17.7596836180892,0.501094601117075,X
1573,6,2035-12-30,17:00:00,A,96,TRUE,88.7499091925565,0.244995372137055,
1589,6,2024-08-23,11:00:00,B,64,FALSE,34.9106848305091,0.496062679914758,X
1806,6,2033-10-01,02:00:00,D,12,FALSE,15.0885621428024,0.680617165286094,X
4710,6,2046-11-03,15:00:00,C,87,TRUE,7.3487565307878,0.672789734555408,Z
5018,6,2045-09-16,23:00:00,C,100,TRUE,38.5840048592072,0.799450433114544,X
5060,6,2041-10-07,18:00:00,C,64,FALSE,57.9238304265309,0.116097180172801,X
5354,6,2039-05-27,02:00:00,B,100,TRUE,82.9255742686801,0.0248447032645345,X
5773,6,2024-10-26,00:00:00,A,96,FALSE,48.7832972398028,0.88241998013109,Z
6139,6,2035-09-08,18:00:00,D,64,TRUE,43.7336614243686,0.733595488127321,Z
6155,6,2036-02-22,22:00:00,C,10,TRUE,5.61873320187442,0.605999171966687,
6867,6,2040-04-08,14:00:00,A,,FALSE,52.882286026841,0.643364784074947,X
8467,6,2023-07-07,21:00:00,A,62,TRUE,84.6291145847645,0.625061490340158,Y
9237,6,2023-11-15,14:00:00,D,18,TRUE,6.2057853594888,0.166789728449658,X
743,7,2049-02-03,07:00:00,B,48,FALSE,3.774702494964,0.294747380306944,X
1569,7,2025-07-20,18:00:00,A,3,FALSE,95.8886579473037,0.318355147726834,X
2944,7,2047-10-24,19:00:00,B,,TRUE,47.64693931886,0.248280111700296,Y
2959,7,2035-06-18,09:00:00,D,81,TRUE,90.9184094879311,0.0579436549451202,Y
3391,7,2030-03-30,22:00:00,A,40,TRUE,12.0969433027785,0.168443070957437,X
3465,7,2043-11-30,11:00:00,D,70,TRUE,70.2509510803502,0.821066801669076,X
3738,7,2034-06-13,02:00:00,A,23,TRUE,78.5535924127326,0.233959184261039,Y
4645,7,2047-11-17,18:00:00,D,77,FALSE,19.8325492774602,0.975552626885474,Z
5274,7,2047-05-11,16:00:00,C,97,FALSE,58.8991989688948,0.122918834444135,X
5313,7,2034-07-04,00:00:00,A,88,TRUE,50.814170720987,0.000418795505538583,Y
5601,7,2036-06-09,14:00:00,C,21,TRUE,48.0784075390548,0.549878674326465,Z
6934,7,2036-11-03,04:00:00,D,20,FALSE,50.190940783592,0.934260209323838,Z
7278,7,2036-12-06,11:00:00,B,59,TRUE,96.3903542365879,0.00781226134859026,X
7569,7,2034-07-19,11:00:00,D,83,FALSE,83.1968426730018,0.386255502700806,Z
8531,7,2035-07-02,21:00:00,C,88,TRUE,79.4622561603319,0.213040909497067,Y
9778,7,2043-09-16,05:00:00,A,42,FALSE,69.4067921440583,0.535940587520599,Z
705,8,2028-09-11,22:00:00,D,14,TRUE,55.8706432357431,0.661202138755471,Y
772,8,2029-03-18,01:00:00,C,20,FALSE,65.3641330110841,0.922044020844623,Z
1195,8,2033-03-24,22:00:00,B,32,FALSE,53.0295920490753,0.183312881505117,Z
1464,8,2024-08-01,19:00:00,C,33,FALSE,63.5269338632934,0.338304137345403,X
1625,8,2041-12-07,04:00:00,B,38,FALSE,40.261296721641,0.583538275677711,X
1729,8,2030-09-14,19:00:00,C,63,FALSE,73.0840032596607,0.219609969528392,
1811,8,2040-04-14,12:00:00,B,96,TRUE,80.2814114477951,0.129314469406381,Y
2103,8,2047-06-09,18:00:00,A,95,FALSE,22.4043206726201,0.154505921760574,X
2956,8,2034-07-20,09:00:00,C,68,TRUE,40.9171583217103,0.0240211011841893,X
3068,8,2043-01-01,17:00:00,D,59,FALSE,55.6687982168514,0.0507070505991578,Z
3078,8,2038-03-07,04:00:00,C,10,TRUE,25.3901141192764,0.878090156940743,Y
3182,8,2026-12-25,18:00:00,B,7,FALSE,43.4786063008942,0.713932533981279,Z
4818,8,2040-05-12,17:00:00,B,21,TRUE,15.4642125624232,0.765035007847473,Z
5428,8,2048-01-24,17:00:00,B,26,FALSE,52.4187425535638,0.293323279358447,Y
5472,8,2041-06-13,08:00:00,A,58,,95.0691817775369,0.656959506683052,Z
5603,8,2048-12-10,03:00:00,A,10,FALSE,32.6567627892364,0.0870497147552669,Z
5799,8,2024-10-25,11:00:00,B,98,TRUE,75.0819996162318,0.386749857105315,Y
5955,8,2043-01-31,07:00:00,A,59,FALSE,82.3311967467889,0.0758892006706446,Z
8122,8,2039-04-13,01:00:00,A,98,FALSE,28.3394591994584,0.190612039063126,Y
8967,8,2031-09-11,08:00:00,C,45,FALSE,20.7374436894897,0.396092653274536,
9368,8,2023-04-26,20:00:00,B,91,TRUE,51.9355718062725,0.0740968713071197,Y
9512,8,2034-04-13,03:00:00,A,100,TRUE,3.63667755713686,0.585230229888111,X
825,9,2034-08-29,21:00:00,D,48,TRUE,62.0387282543816,0.516449393238872,X
1812,9,2024-10-23,23:00:00,C,52,FALSE,43.7598274503835,0.0741026655305177,X
2371,9,2042-10-28,08:00:00,D,65,FALSE,88.7264403665904,0.2200090973638,Z
2829,9,2041-03-13,05:00:00,D,4,TRUE,5.4513545059599,0.243173153605312,Y
2958,9,2023-11-11,19:00:00,B,12,TRUE,24.4837361250538,0.52367497398518,Z
3099,9,2048-11-15,20:00:00,C,71,FALSE,21.1770750116557,0.224276940105483,X
3506,9,2044-04-25,02:00:00,B,16,TRUE,20.418022724567,0.410169626120478,Z
3872,9,2034-05-20,22:00:00,A,17,TRUE,47.0126541205682,0.312901507597417,Y
3927,9,2034-02-16,14:00:00,B,18,FALSE,54.4304230732378,0.834499986376613,X
4446,9,2032-08-28,13:00:00,C,21,TRUE,43.8569639474154,0.660643352894113,X
6518,9,2029-10-25,06:00:00,C,29,TRUE,27.0222523948178,0.960850428789854,X
6616,9,2036-06-11,09:00:00,B,57,TRUE,60.5637981048785,0.256119839381427,Y
7354,9,2036-11-27,11:00:00,C,94,TRUE,71.5191417473834,0.283420172054321,X
7951,9,2046-06-22,15:00:00,D,6,,54.6537533302326,0.196189318085089,Y
8399,9,2038-12-22,21:00:00,A,55,TRUE,7.49116175062954,0.514889601618052,Y
8525,9,2045-06-25,18:00:00,B,17,FALSE,41.3736120040994,0.942426979774609,Y
9441,9,2038-04-10,12:00:00,C,13,FALSE,37.4033341547474,0.492615621071309,Y
278,10,2024-12-03,04:00:00,B,45,FALSE,80.7177107664757,0.973271446302533,Z
382,10,2027-04-20,21:00:00,B,16,FALSE,13.8222048222087,0.136935859918594,Y
609,10,2043-05-15,12:00:00,C,19,FALSE,51.32710296195,0.760104147018865,X
682,10,2040-07-29,21:00:00,C,8,TRUE,44.3184385930654,0.565532850567251,Y
957,10,2037-12-17,00:00:00,A,59,FALSE,98.4163542529568,0.00597773399204016,Y
1501,10,2049-07-14,08:00:00,C,68,TRUE,69.969102203846,0.123674056259915,Z
2936,10,2044-10-07,07:00:00,A,73,TRUE,14.7451071140822,0.596337484195828,Y
3185,10,2041-06-18,14:00:00,C,20,FALSE,72.359620644711,0.215075507061556,Y
3295,10,2033-05-14,12:00:00,C,44,TRUE,27.957408513641,0.651120174909011,Y
3712,10,2041-07-20,21:00:00,C,100,TRUE,88.8691699262708,0.157677745912224,Y
3743,10,2032-06-09,14:00:00,C,18,TRUE,5.14777161017992,0.270477266749367,Z
4862,10,2034-01-02,00:00:00,A,51,,71.2329791809898,0.246596654178575,Z
5368,10,2023-12-20,16:00:00,A,12,TRUE,21.2656215394381,0.898971651680768,Z
5409,10,2026-04-08,16:00:00,C,60,TRUE,87.8312608674169,0.0462640761397779,Z
5413,10,2043-06-16,16:00:00,A,100,FALSE,13.1982996973675,0.673193561378866,Z
6535,10,2036-05-11,21:00:00,D,29,TRUE,37.8250994482078,0.687247370369732,X
6797,10,2046-04-18,04:00:00,D,52,FALSE,16.8999634229112,0.350518891122192,Y
8330,10,2048-08-06,03:00:00,B,40,TRUE,17.9641788145527,0.819298978662118,Y
8341,10,2048-04-17,22:00:00,D,54,FALSE,77.8860130649991,0.304360215784982,Y
8617,10,2041-02-20,18:00:00,C,91,TRUE,57.5041831498966,0.822901977691799,Y
745,11,2049-08-19,15:00:00,D,2,FALSE,68.2585728724953,0.888995662564412,Z
1100,11,2036-03-07,02:00:00,C,68,TRUE,81.2894270734396,0.158447432797402,Y
1390,11,2048-10-19,22:00:00,D,40,,21.1100694113411,0.373096295632422,Z
1522,11,2041-10-25,07:00:00,D,89,FALSE,45.795486229239,0.0663307113572955,Y
1633,11,2044-05-21,11:00:00,B,9,FALSE,83.2683492233045,0.50977454171516,X
2482,11,2034-07-12,19:00:00,B,78,TRUE,59.2581758867018,0.345129162305966,Y
3315,11,2031-01-04,15:00:00,A,93,TRUE,66.8613581995014,0.516723207430914,Z
4284,11,2034-08-01,22:00:00,D,4,FALSE,86.009686666308,0.529116539051756,Z
4828,11,2033-10-28,07:00:00,C,71,FALSE,74.2590344478376,0.0521066060755402,X
5392,11,2043-09-12,17:00:00,C,88,FALSE,81.4226224340964,0.588742092717439,Y
5503,11,2049-05-17,18:00:00,B,96,FALSE,81.2010823274031,0.412714562378824,X
5782,11,2038-09-27,18:00:00,B,53,TRUE,69.9888444293756,0.142005157191306,Y
5824,11,2038-07-26,21:00:00,D,45,TRUE,70.091436778428,0.0327099142596126,X
6209,11,2023-02-26,04:00:00,B,45,TRUE,95.5134329427965,0.911626753862947,X
6302,11,2031-04-18,15:00:00,C,8,TRUE,16.146467579063,0.898863194976002,Y
6653,11,2042-04-08,01:00:00,A,17,TRUE,75.4010466602631,0.662084288196638,X
7338,11,2023-03-14,22:00:00,D,3,FALSE,21.1254970019218,0.146932628704235,Y
8184,11,2037-04-06,03:00:00,A,26,FALSE,11.5751898987219,0.355745615903288,Y
8787,11,2041-08-03,00:00:00,A,87,TRUE,79.6263394795824,0.0331343119032681,X
9343,11,2038-03-10,10:00:00,B,5,FALSE,24.4076235617977,0.544324502814561,X
267,12,2043-12-09,19:00:00,A,96,FALSE,84.7404054696672,0.493846917524934,Y
1040,12,2040-09-23,05:00:00,C,28,FALSE,60.0992977241986,0.562827955698595,Y
1488,12,2023-10-25,02:00:00,A,69,FALSE,26.2918858700432,0.0429075709544122,X
1567,12,2025-09-12,05:00:00,D,22,TRUE,61.9830016866326,0.687974276952446,Z
1688,12,2029-03-13,10:00:00,C,12,FALSE,45.4539141741116,0.83362800325267,Y
1987,12,2023-07-21,07:00:00,C,34,TRUE,54.7726613262203,0.104267492191866,X
2104,12,2043-11-04,19:00:00,D,21,TRUE,83.7714555184357,0.812990893609822,X
2203,12,2027-06-26,15:00:00,C,37,FALSE,43.8729504370131,0.318181623704731,Z
2304,12,2027-08-20,04:00:00,A,54,TRUE,16.8240147698671,0.54227727255784,
2508,12,2046-04-05,13:00:00,B,67,FALSE,53.1868107551709,0.530295051634312,Z
2707,12,2031-11-16,14:00:00,A,40,,50.4582216357812,0.488775327103213,X
4265,12,2039-10-31,03:00:00,B,13,FALSE,33.1543565979227,0.197418646886945,X
4793,12,2023-09-09,18:00:00,C,11,FALSE,73.4503784957342,0.391511316178367,X
4802,12,2042-02-02,19:00:00,C,39,FALSE,82.9496764459182,0.120989524526522,Y
5978,12,2037-09-04,11:00:00,B,54,TRUE,54.6001938071568,0.556601878022775,Y
6593,12,2032-05-23,21:00:00,D,42,FALSE,65.2425005927216,0.307875353610143,X
7410,12,2048-08-05,11:00:00,D,21,TRUE,83.3255422008224,0.649784530745819,Y
7645,12,2024-07-08,15:00:00,A,81,FALSE,93.113283561077,0.613948920974508,Z
7770,12,2025-08-04,13:00:00,A,88,TRUE,63.5693069235422,0.888659628573805,Y
9054,12,2028-11-28,23:00:00,A,67,FALSE,59.8537792661227,0.579838196281344,Y
9507,12,2037-07-07,02:00:00,B,45,TRUE,95.3905026810244,0.493433104595169,Y
856,13,2040-04-12,14:00:00,A,60,TRUE,45.2762588772457,0.899716802174225,Z
1391,13,2041-11-12,07:00:00,D,,FALSE,36.320792628685,0.232869084225968,Y
1777,13,2025-06-19,23:00:00,B,53,TRUE,88.0177466857713,0.673665894428268,Y
1896,13,2033-05-23,01:00:00,A,15,FALSE,33.6299127696548,0.474114671582356,X
2634,13,2049-04-28,21:00:00,D,6,TRUE,36.4979143356904,0.41561507130973,X
2964,13,2040-11-11,09:00:00,A,89,TRUE,64.596717891749,0.121160144219175,Z
3417,13,2039-09-05,12:00:00,B,55,FALSE,63.5924929231405,0.489605427253991,Y
3840,13,2034-04-23,13:00:00,B,18,,87.2670671194792,0.0584688035305589,Z
3902,13,2042-02-14,19:00:00,A,46,TRUE,33.0370950570796,0.633527624187991,Y
4360,13,2031-07-14,12:00:00,A,85,TRUE,65.7187694315799,0.179435923462734,X
5105,13,2046-07-29,02:00:00,C,54,TRUE,40.936286327662,0.933374186279252,X
5153,13,2043-04-24,06:00:00,D,53,TRUE,20.398001752561,0.325104880845174,X
5631,13,2034-08-17,18:00:00,D,91,TRUE,20.146860213019,0.506381309824064,X
5939,13,2024-10-06,08:00:00,D,45,FALSE,90.7615885366686,0.217586874263361,X
5998,13,2029-06-12,14:00:00,C,4,TRUE,13.9917199751362,0.211082495283335,Y
6223,13,2047-09-15,04:00:00,D,,TRUE,20.0487690214068,0.892155992100015,Z
6514,13,2040-06-05,22:00:00,B,35,TRUE,32.2014786526561,0.553055876167491,X
7301,13,2029-01-28,09:00:00,D,9,FALSE,62.0387282543816,0.0880930200219154,Z
8622,13,2028-11-01,12:00:00,A,65,TRUE,55.6819565349724,0.662623215466738,X
8751,13,2040-07-30,15:00:00,A,63,FALSE,37.6872454970144,0.384530793875456,Y
9334,13,2023-10-26,06:00:00,B,60,FALSE,28.0602714263368,0.124147950671613,Y
9746,13,2028-11-30,20:00:00,D,56,TRUE,9.18819168955088,0.519117192365229,Y
160,14,2044-04-26,01:00:00,C,69,TRUE,65.2438693617005,0.72693938575685,Y
203,14,2045-10-28,18:00:00,B,27,FALSE,29.2316394713707,0.150521759875119,Y
221,14,2041-10-27,13:00:00,A,62,TRUE,42.1766202570871,0.829985515214503,X
1079,14,2036-01-31,16:00:00,C,63,FALSE,29.4050827990286,0.482305512297899,Z
1262,14,2044-07-14,18:00:00,B,39,TRUE,42.9571780203842,0.272865926614031,Z
1397,14,2033-04-27,21:00:00,A,95,TRUE,2.76063290983439,0.527423853287473,Y
1458,14,2044-11-12,11:00:00,A,62,FALSE,11.7107281312346,0.694207944208756,Y
2448,14,2025-08-23,18:00:00,A,25,TRUE,88.7428794475272,0.882952300133184,X
2758,14,2032-08-09,00:00:00,D,44,TRUE,53.1330535993911,0.168779267929494,Y
2781,14,2045-05-07,17:00:00,C,69,TRUE,98.6503144709859,0.430546205257997,Z
3191,14,2045-07-10,12:00:00,A,20,FALSE,91.5840119554196,0.667618579231203,Z
3838,14,2040-05-20,17:00:00,A,61,FALSE,87.5305474491324,0.599614335689694,Z
4290,14,2035-06-19,02:00:00,C,26,FALSE,28.4466013880447,0.795501109212637,Z
4560,14,2040-05-05,11:00:00,D,48,FALSE,49.4363017864525,0.450344767188653,X
6581,14,2035-09-01,05:00:00,B,83,TRUE,28.3373625732493,0.533055053092539,Z
6617,14,2036-09-23,23:00:00,D,16,TRUE,19.3564007377718,0.597141142003238,X
7662,14,2035-05-03,07:00:00,D,34,FALSE,54.8041572808288,0.613053648732603,X
7703,14,2037-09-06,16:00:00,C,14,TRUE,10.311214981135,0.595339871011674,Y
8020,14,2049-07-14,05:00:00,D,17,TRUE,33.0191510494333,0.612980648642406,X
570,15,2039-05-11,09:00:00,B,94,TRUE,17.8203216143884,0.631143144564703,X
1598,15,2025-12-05,17:00:00,A,91,FALSE,81.9799527905416,0.975552626885474,X
2046,15,2049-03-05,20:00:00,B,67,FALSE,28.281684595393,0.984405322000384,X
2434,15,2024-12-21,03:00:00,A,48,TRUE,88.0318048619665,0.196152122691274,Z
2976,15,2043-03-07,22:00:00,D,78,TRUE,25.1976161315106,0.058773162541911,Y
3950,15,2047-01-15,12:00:00,D,4,TRUE,63.9340163883753,0.240531049203128,Y
4527,15,2043-12-02,21:00:00,C,73,FALSE,44.3252894221805,0.259291693102568,X
5223,15,2030-06-13,06:00:00,A,89,FALSE,29.1180928214453,0.948229354107752,Y
5431,15,2037-09-21,03:00:00,B,39,FALSE,89.3865508392919,0.643259916221723,Z
5774,15,2044-09-22,15:00:00,B,39,FALSE,27.3215274093673,0.538398746401072,Z
6339,15,2023-10-03,08:00:00,C,5,TRUE,33.3228637871798,0.363280314020813,Y
6497,15,2043-08-21,21:00:00,B,89,TRUE,89.7253916491754,0.206424322910607,X
7297,15,2037-06-23,22:00:00,C,9,TRUE,60.4451591742691,0.402824114542455,Y
7557,15,2027-10-17,12:00:00,B,98,TRUE,10.9923061914742,0.224276940105483,X
7765,15,2034-09-23,09:00:00,A,52,FALSE,85.3577632447705,0.876557029550895,X
